name,categories,city,state,address,postalCode,latitude,longitude
Carl's Jr.,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Greeley,CO,2555 11th Avenue,80631,40.39629,-104.69699
Del Taco,"Restaurant,Mexican Restaurants,Fast Food Restaurants,Restaurants",Grand Junction,CO,2513 Highway 6 And 50,81505,39.08135,-108.58689
Which Wich,"Sandwich Shops,Fast Food Restaurants,Restaurants,Take Out Restaurants",Grand Junction,CO,1125 Patterson Road,81506,39.09148,-108.55411
Chipotle Mexican Grill,"Fast Food Restaurants,Mexican Restaurants,Restaurants,Take Out Restaurants",Aurora,CO,3455 N Salida Court,80011,39.76369,-104.77671
Taco Bell,"Fast Food Restaurants,Mexican Restaurants,Restaurants",Denver,CO,5225 E Colfax Avenue,80220,39.74044,-104.92636
McDonald's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Denver,CO,1350 W Colfax Avenue,80204,39.73967,-105.00467
McDonald's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Denver,CO,200 16th Street,80202,39.7417,-104.98829
Taco Bell,"Restaurant,Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,Mexican restaurants,Karaoke,Fast Food Restaurants,Restaurants",Fayetteville,AR,1772 N College Ave,72703,36.085369,-94.155319
Captain D's Seafood Kitchen,"Fast Food Restaurants,American Restaurants,Family Style Restaurants,Restaurants,Seafood Restaurants",Aurora,CO,605 S Havana Street,80012,39.70534,-104.86633
Shondiz,"Mexican Restaurants,Caterers,Greek Restaurants,Mediterranean Restaurants,Latin American Restaurants,Fast Food Restaurants,Restaurants",Denver,CO,16th Glenarm Place,80202,39.749107,-104.99459
Cook-Out,"Fast Food Restaurants,American Restaurants,Barbecue Restaurants,Hamburgers and Hot Dogs,Restaurants",Colorado Springs,CO,201 W Fillmore Street,80907,38.87469,-104.8257
Steak 'n Shake,"Burger Joint,American Restaurants,Breakfast,American Restaurant,Fast Food Restaurant,Traditional American,Fast Food Restaurants,Hamburgers,Restaurants",Colorado Springs,CO,1560 Briargate Boulevard,80920,38.94581,-104.79873
QDOBA Mexican Eats,"Mexican Restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants",Colorado Springs,CO,1916 Southgate Rd Space E8a,80906,38.80491,-104.81956
QDOBA Mexican Eats,"Grill Restaurants,Mexican,Mexican Restaurants,Brunch,Food Delivery,Fast Food,Fast Food Restaurants,Take Out Restaurants,Catering,Restaurants",Colorado Springs,CO,7140 N Academy Blvd Space B4,80920,38.93604,-104.79854
Burger King,"Burger Joint,Restaurant,Fast Food Restaurant and Burger Joint Pleasant Valley,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast Food Restaurant and Burger Joint,Fast food restaurants,Restaurants",Little Rock,AR,11410 N Rodney Parham Rd,72212,34.772621,-92.400605
Hardee's,"Hamburgers & Hot Dogs,Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast food restaurants,Restaurants",Harrison,AR,1111 Highway 62 65 N,72601,36.2597,-93.1265
Shelikof Lodge Restaurant,"Carry-out food,Hotels and motels,Hotel and motel reservations,Resorts,Travel and Tourism,Fraternal Organizations,American Restaurant,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Restaurants",Kodiak,AK,211 Thorsheim St,99615,57.791026,-152.40676
Taco Time,"Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,American restaurants,Family style restaurants,Mexican restaurants,Fast Food Restaurants,Karaoke,Restaurants",Ketchikan,AK,2417 Tongass Ave Ste 120,99901,55.3484,-131.67413
Taco Bell,"Carry-out food,Mexican Restaurants,Food and Beverage,Tex-mex restaurants,Southwestern restaurants,American restaurants,Mexican restaurants,Fast Food Restaurants,Restaurants",Kodiak,AK,2695 Mill Bay Rd,99615,57.80987,-152.36508
Taco Bell,"Mexican Restaurant,Carry-out food,Restaurant,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,American restaurants,Mexican restaurants,Restaurants",North Pole,AK,209 N Santa Claus Ln,99705,64.756076,-147.35411
Pizza Mill,"Carry-out food,Caterers,Hot dog restaurants,Tex-mex restaurants,Southwestern restaurants,Hamburger restaurants,Mexican restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Pizza,Restaurant,Catering,Chinese restaurants",Ketchikan,AK,808 Water St,99901,55.3445,-131.6533
Pizza Hut,"Pizza,Carry-out food,Caterers,Restaurant delivery service,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Catering,Restaurants",Kenai,AK,10160 Kenai Spur Hwy,99611,60.561,-151.22925
Pizza Hut,"Carry-out food,Pizza Restaurants,Caterers,Restaurant delivery service,Chicken Wings,Catering Companies,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Pizza Place",Fairbanks,AK,1991 Airport Way,99701,64.8373,-147.7606
Sweet Pink Pepper,"Asian Restaurants,Carry-out food,Japanese Restaurants,Chinese Restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Asian restaurants,Japanese restaurants,Restaurants,Chinese restaurants",Anchorage,AK,1553 Bragaw St,99508,61.2076,-149.8035
Arby's,"Restaurant,Carry-out food,Tex-mex restaurants,Southwestern restaurants,American restaurants,Family style restaurants,Mexican restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops",Cottage Grove,OR,810 Row River Rd,97424,43.800839,-123.039401
Nathan's Famous Hot Dogs,"Hamburgers and Hot Dogs,American Restaurants,Fast Food Restaurants,Restaurants",White Plains,NY,198 Central Avenue,10606,41.03715,-73.77877
Moy's Dynasty Restaurant,"Caterers,Japanese Restaurants,Hotels and motels,Chinese Restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Banquet Halls & Reception Facilities,Banquet Halls and Reception Facilities,Family Style Restaurants,Restaurants,Asian Restaurants,Grocery Stores,Restaurant,Cocktail Lounges,Bar and Grills,Bar & Grills,Sushi Bars,Asian restaurants,Catering,Bars,Chinese restaurants",La Grande,OR,1914 Adams Ave,97850,45.3222,-118.0848
Arby's,"Carry-out food,American Restaurant,American restaurants,Fast Food Restaurants,Fast Food,Karaoke,Restaurants,Delis And Delicatessens,Restaurant,Fast Food Restaurant,Traditional American,wich Place,Sandwich Shops",Omaha,NE,8429 W Center Rd,68124,41.233837,-96.04496
Chick-fil-A,"Fast Food Restaurants,Chicken Restaurants,Restaurants",Leeds,AL,1808 Ashville Road,35094,33.56184,-86.52249
Jack's Family Restaurants,"Breakfast Brunch and Lunch Restaurants,Hamburgers & Hot Dogs,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Breakfast Brunch & Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Lafayette,AL,303 9th Ave SW,36862,32.88285,-85.40805
Jack's Family Restaurants,"Breakfast Brunch and Lunch Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Reform,AL,503 1st Ave W,35481,33.38099,-88.02008
Subway,"Delis And Delicatessens,Restaurant,Carry-out food,Caterers,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Catering,Restaurants,Sandwich Shops",Andalusia,AL,302 W Bypass,36420,31.30987,-86.49962
Krispy Krunchy Chicken,"Carry-out food,Service stations,Barbecued poultry,American restaurants,Take Out Restaurants,Fast Food Restaurants,Chicken Restaurants,Barbecue,Convenience Stores,Spare rib restaurants,Restaurants",Somerville,AL,5356 Highway 67 S,35670,34.44567,-86.75545
Subway,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",Owens Cross Roads,AL,9433 Highway 431 S,35763,34.57064,-86.44759
Burger King,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Opp,AL,505 E Cumming Avenue,36467,31.28001,-86.25011
Kfc,"Carry-out food,Caterers,Barbecued poultry,American restaurants,Fast Food Restaurants,Take Out Restaurants,Barbecue,Chicken Restaurants,Spare rib restaurants,Catering,Restaurants",Oneonta,AL,910 2nd Ave E,35121,33.95433,-86.46733
Pizza Hut,"Pizza,Restaurant,Carry-out food,Caterers,Restaurant delivery service,American restaurants,Fast Food Restaurants,Take Out Restaurants,Home delivery beer and beverages,Family Style Restaurants,Catering,Restaurants",Arab,AL,639 Northgate Dr NW,35016,34.33266,-86.50455
Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place,Catering",Fayette,AL,1624 Temple Ave N,35555,33.70698,-87.82406
Subway,"Delis And Delicatessens,Carry-out food,Delicatessens,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",Owens Cross Roads,AL,6707 Highway 431 S Ste 104,35763,34.65901,-86.48167
Jack's,"Breakfast Brunch and Lunch Restaurants,Carry-out food,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Restaurants,Hamburgers & Hot Dogs,Burger Joint,Fast Food Restaurant,Family style restaurants,Hamburgers and Hot Dogs,Breakfast Brunch & Lunch Restaurants",Guin,AL,7290 Us Highway 43,35563,33.96641,-87.91083
Bates House Of Turkey Inc,"American Restaurants,Barbecue Restaurants,Caterers,Fast Food Restaurants,Restaurants,Sandwich Shops,Soul Food Restaurants,Take Out Restaurants",Greenville,AL,1001 Fort Dale Road,36037,31.85179,-86.64201
Hardee's,"Restaurant,Carry-out food,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Grand Bay,AL,9400 Grand Bay Wilmer Rd S,36541,30.49509,-88.33755
McDonald's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Gardendale,AL,890 Odum Road,35071,33.64677,-86.8234
Sonic Drive-In,"Carry Out Food,American Restaurants,Hot Dog Stands and Restaurants,Take Out Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Gardendale,AL,1020 Decatur HWay,35071,33.65271,-86.8105
McDonald's,"Restaurant,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",Livingston,AL,704 Highway 28 W,35470,32.6243,-88.20632
Pizza Hut,"Pizza,Restaurant,Carry-out food,Caterers,Restaurant delivery service,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Catering,Restaurants",Livingston,AL,423 Highway 28 W,35470,32.62111,-88.1965
Kretch's Restaurant,"Caterers,Seafood restaurants,Steak and chop restaurants,Crabs and crab houses,Restaurant Delivery Service,American restaurants,Seafood,Karaoke,Fast Food Restaurants,Take Out Restaurants,Family Style Restaurants,Restaurants,Restaurant,Steak Houses,Night Clubs,Bars",Marco Island,FL,527 Bald Eagle Dr,34145,25.9509,-81.7228
Subway,"Delis And Delicatessens,Carry-out food,Delicatessens,wich Place,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Hanceville,AL,720 Main St NE,35077,34.07124,-86.77643
Jack's,"Breakfast Brunch and Lunch Restaurants,American Restaurants,Burgers,Hot Dogs,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Family Friendly Restaurants,Restaurants",Haleyville,AL,1108 21st Street,35565,34.2277,-87.62024
Kfc,"Fast Food,Fast Food Restaurants,Take Out Restaurants,Chicken,Chicken Restaurants,Restaurants",Birmingham,AL,7909 Crestwood Boulevard,35210,33.53055,-86.71381
Church's Chicken,"Take Out Restaurants,Fast Food Restaurants,Chicken Restaurants,Restaurants",Eufaula,AL,325 S Eufaula Avenue,36027,31.89056,-85.14549
Arby's,"Fast Food Restaurants,Restaurants,Sandwich Shops",Toomsuba,MS,113 Will Garrett Road,39364,32.4116,-88.50533
Sonic Drive-In,"American Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Livingston,AL,930 N Washington Street,35470,32.60197,-88.18293
Jack's Family Restaurants,"Breakfast Brunch and Lunch Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Collinsville,AL,5375 Highway 68 W,35961,34.267956,-85.86197
Sonic Drive-In,"Fast Food Restaurants,American Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Hot Dog Stands and Restaurants,Restaurants,Take Out Restaurants",Centre,AL,1655 W Main Street,35960,34.15898,-85.70809
McDonald's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Centre,AL,650 Cedar Bluff Road,35960,34.16017,-85.6682
Big Boys,"American Restaurants,Breakfast Brunch and Lunch Restaurants,,Family Style Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Sandwich Shops,Take Out Restaurants",Roanoke,AL,5094 Louina Road,36274,33.11864,-85.45195
Jack's Family Restaurants,"Hamburgers & Hot Dogs,Breakfast Brunch and Lunch Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Breakfast Brunch & Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Demopolis,AL,801 Us Highway 80 W,36732,32.49789,-87.84711
Jack's Family Restaurants,"Breakfast Brunch and Lunch Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Centreville,AL,55 Birmingham Road,35042,32.950325,-87.11924
Bangkok Thai Cuisine,"Asian Restaurants,Restaurant,Carry-out food,Thai Restaurants,American restaurants,Thai restaurants,Take Out Restaurants,Fast Food Restaurants,Take out restaurants,Restaurants",Mobile,AL,3821 Airport Blvd,36608,30.6758,-88.1419
Dreamland Bar B Que,"Food and Beverage Delivery,Carry-out food,Caterers,Restaurant delivery service,Takeout,Steak and chop restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Take out restaurants,Restaurants,Barbecued poultry,Barbecue Restaurants,Barbecue,Spare rib restaurants,Catering,Chicken restaurants",Tuscaloosa,AL,5535 15th Ave E,35405,33.1565,-87.5163
Alfonso's Pizza Italian Restaurant,"Pizza,Italian Restaurant,Caterers,Italian Grocery Stores,American restaurants,Take Out Restaurants,Fast Food Restaurants,Italian restaurants,Pizza Place,Catering,Restaurants",Decatur,AL,2400 6th Ave Se,35601,34.564526,-86.972877
Sonic Drive-In,"Restaurant,American Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Atmore,AL,45 Lakeview Circle,36502,31.106,-87.47561
Jack's Family Restaurants,"Hamburgers & Hot Dogs,Breakfast Brunch and Lunch Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Breakfast Brunch & Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Aliceville,AL,202 Memorial Pkwy NE,35442,33.12734,-88.14985
Jack's Family Restaurants,"Breakfast Brunch and Lunch Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Adamsville,AL,5707 Veterans Memorial Drive,35005,33.60968,-86.96368
Arby's,"Fast Food Restaurants,Restaurants",Pell City,AL,160 Vaughan Lane,35125,33.60972,-86.28005
Dairy Queen,"Carry Out Food,Ice Cream and Frozen Desserts,Fast Food Restaurants,Dessert Restaurants,Hamburgers and Hot Dogs,Restaurants",Oneonta,AL,1104 2nd Ave E,35121,33.95857,-86.46367
Jack's Family Restaurants,"Breakfast Brunch and Lunch Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Alexandria,AL,18 Big Valley Drive,36250,33.78078,-85.89649
Arby's,"American Restaurants,Takeout,Fast Food,Fast Food Restaurants,Concession Stands,Restaurants,Sandwich Shops",Mobile,AL,7750 Airport Boulevard,36608,30.68421,-88.22378
Whataburger,"American Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Mobile,AL,100 N Craft HWay,36611,30.76164,-88.07332
Taco Bell,"Fast Food Restaurants,Mexican Restaurants,Restaurants",Birmingham,AL,5192 Caldwell Mill Road,35244,33.3848,-86.73919
Pizza Hut,"Pizza,Carry-out food,Caterers,Restaurant delivery service,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Restaurants",Calera,AL,136 Marketplace Cir Ste C,35040,33.15574,-86.74734
Jack's Family Restaurants,"Breakfast Brunch and Lunch Restaurants,Hamburgers & Hot Dogs,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Breakfast Brunch & Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Fort Payne,AL,113 Greenhill Blvd NW,35967,34.46644,-85.70053
Sonic Drive-In,"Carry Out Food,American Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Rainsville,AL,208 Main Saint E,35986,34.49215,-85.84452
Pizza Hut,"Pizza,Carry-out food,Restaurant,Caterers,Restaurant delivery service,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Pizza Place,Restaurants",Rainsville,AL,200 Main St W Ste 102,35986,34.4957,-85.84983
Subway,"Delis And Delicatessens,Take Out Restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops",Troy,AL,1003 Highway 231 S,36081,31.78473,-85.96336
Pizza Hut,"Pizza,Carry-out food,Caterers,Restaurant delivery service,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Restaurants",Bessemer,AL,3029 Allison Bonnett Memorial Dr Ste 109,35023,33.45073,-86.97938
Jack's Family Restaurants,"Breakfast Brunch and Lunch Restaurants,Hamburgers & Hot Dogs,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Breakfast Brunch & Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Dora,AL,2181 Highway 78,35062,33.75616,-87.06325
Jack's Family Restaurants,"Breakfast Brunch and Lunch Restaurants,Hamburgers & Hot Dogs,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Breakfast Brunch & Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Jasper,AL,80 Highway 195,35503,33.85424,-87.28822
Guthries,"American Restaurants,Take Out Restaurants,Fast Food Restaurants,Chicken Restaurants,Restaurants",Jasper,AL,821 Highway 78 W,35501,33.84866,-87.28365
Taco Bell,"Mexican Restaurant,Restaurant,Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,Mexican restaurants,Fast Food Restaurants,Restaurants",Huntsville,AL,2885 Memorial Pkwy NW,35810,34.76119,-86.59108
Subway,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants",Huntsville,AL,6212A Old Madison Pike NW,35806,34.713165,-86.65868
Subway,"Delis And Delicatessens,Restaurant,wich Place,Fast Food Restaurants,Take Out Restaurants,Sandwich Place,Restaurants,Sandwich Shops",Huntsville,AL,6140 University Dr NW,35806,34.74619,-86.67575
Chick-Fil-A,"Fast Food Restaurants,Chicken Restaurants,Restaurants",Phenix City,AL,3711 Us Highway 431 S,36869,32.42211,-85.03987
McDonald's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Phenix City,AL,3709 Highway 280 431 N,36867,32.49808,-85.04433
Jerry's Subs and Pizza,"Fast Food Restaurants,Pizza,Restaurants,Sandwich Shops",Columbus,GA,3874 Saint Marys Road,31906,32.44588,-84.92876
Wendy's,"Carry Out Food,Fast Food,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Columbus,GA,1707 Wynnton Road,31906,32.46804,-84.96781
Ak Buffet,"Asian Restaurants,Restaurant,Chinese Restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Asian restaurants,Japanese restaurants,Buffet Restaurants,Restaurants,Chinese restaurants",Fairbanks,AK,414 3rd St,99701,64.8466,-147.7005
Jimmy John's,"Sandwich Shops,Fast Food Restaurants",Birmingham,AL,2808 Avenue S,35218,33.505974,-86.89299
Jimmy John's,"Carry-out food,Restaurant,Caterers,Delicatessens,Fast Food Restaurant,American restaurants,Gourmet shop restaurants,wich Place,Food Delivery Service,Restaurants,Sandwich Shops",Birmingham,AL,2808 7th Ave S Ste 113,35233,33.51169,-86.78845
Hardee's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Birmingham,AL,1449 Montgomery HWay,35216,33.41926,-86.80079
Which Wich,"Sandwich Shops,Fast Food Restaurants,Restaurants,Take Out Restaurants",Birmingham,AL,310 Summit Blvd Ste 106,35243,33.45069,-86.72996
Church's Chicken,"Carry-out food,Barbecued poultry,American restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Barbecue,Spare rib restaurants,Restaurants",Alabaster,AL,1077 Highway 119,35007,33.23687,-86.81286
Pizza Hut,"Pizza,Carry-out food,Restaurant delivery service,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Pizza Place,Restaurants",Alabaster,AL,634 1st St N Ste 200,35007,33.25046,-86.81478
Burger King,"Carry-out food,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Calera,AL,5076 Highway 31,35040,33.14812,-86.74937
Taco Bell,"Carry Out Food,Mexican Restaurants,Fast Food Restaurants,Restaurants",Guntersville,AL,1740 Gunter Avenue,35976,34.34134,-86.30938
Subway,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Decatur,AL,1407 6th Ave SE,35601,34.58542,-86.98081
Chick-fil-A,"Carry Out Food,Carry-out food,Caterers,American Restaurant,American restaurants,Fast Food Restaurants,Caterer,Chicken Restaurants,Restaurants,Restaurant,Barbecued poultry,Fast Food Restaurant,wich Place,Family style restaurants,Barbecue,Spare rib restaurants,Sandwiches,Catering,Chicken restaurants,Food and Beverage Services,Sandwich Shops",Decatur,AL,1809 Beltline Rd SW,35601,34.57165,-87.01462
Firehouse Subs,"Carry-out food,Caterers,Delicatessens,American restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants,Sandwich shops,wich Place,Sandwiches,Sandwich Place,Food,Sandwich Shops",Decatur,AL,2812 Spring Ave SW Ste G,35603,34.55496,-86.99725
Jack's Family Restaurants,"Breakfast Brunch and Lunch Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Decatur,AL,3041 Highway 20,35601,34.62039,-87.05281
Krystal,"Restaurant,Carry-out food,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Decatur,AL,1817 6th Ave SE,35601,34.57586,-86.97611
Jack's,"Breakfast Brunch and Lunch Restaurants,Carry-out food,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Burger Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Restaurants,Hamburgers & Hot Dogs,Family style restaurants,Breakfast Brunch & Lunch Restaurants,,Hamburgers and Hot Dogs,Family Restaurants,Burger Joint and Fast Food Restaurant",Decatur,AL,1225 Beltline Rd SW,35601,34.56185,-87.00769
Dairy Queen Grill Chill,"Fast Food Restaurants,Dessert Restaurants,Hamburgers and Hot Dogs,Ice Cream and Frozen Desserts,Restaurants",Decatur,AL,1654 Beltline Rd SW,35601,34.56784,-87.01125
Subway,"Delis And Delicatessens,Carry-out food,Delicatessens,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",Enterprise,AL,5 N Pointe Pkwy Ste F,36330,31.33653,-85.85576
Wok N Roll,"Carry Out Food,Asian Restaurants,Japanese Restaurants,Chinese Restaurants,Fast Food Restaurants,Take Out Restaurants,Sushi Bars,Restaurants",Florence,AL,115 Edgewood Drive,35630,34.81771,-87.68111
Hardee's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Dothan,AL,2627 S Oates Street,36301,31.18926,-85.40099
Burger King,"Fast Food,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Dothan,AL,1165 Ross Clark Circle,36301,31.21224,-85.36109
Sonic Drive-In,"Fast Food Restaurants,American Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Hot Dog Stands and Restaurants,Restaurants,Take Out Restaurants",Dothan,AL,1067 Ross Clark Circle,36303,31.21805,-85.35983
Moe's Southwest Grill,"American Restaurants,Carry-out food,Mexican Restaurants,Caterers,Tex-mex restaurants,Southwestern restaurants,Family style restaurants,American restaurants,Mexican restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants",Tuscaloosa,AL,1130 University Blvd Ste B1,35401,33.21097,-87.55278
Burger King,"Restaurant,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Tuscaloosa,AL,3808 Mcfarland Blvd E,35405,33.17378,-87.52549
Moe's Southwest Grill,"Carry-out food,Caterers,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,Mexican restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,American Restaurants,Family style restaurants,Catering",Tuscaloosa,AL,2312 Mcfarland Blvd E,35404,33.18941,-87.52625
Sonic Drive-In,"American Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Auburn,AL,1703 S College Street,36832,32.57246,-85.49903
Firehouse Subs,"Carry-out food,Restaurant,Caterers,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",Athens,AL,935 Us Highway 72 E Ste A,35611,34.7881,-86.96264
Subway,"Restaurant,Fast Food Restaurants,Take Out Restaurants,Restaurants,Sandwich Shops",Athens,AL,100 US Highway 31 S Ste N,35611,34.80086,-86.9526
Domino's Pizza,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants",Oxford,AL,1720 Hamric Dr E Ste 1,36203,33.61477,-85.80492
Jack's,"Breakfast Brunch and Lunch Restaurants,American Restaurants,Burgers,Hot Dogs,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Chicken Restaurants,Hamburgers and Hot Dogs,Family Friendly Restaurants,Restaurants",Oxford,AL,609 Snow Street,36203,33.61567,-85.82607
Jimmy John's,"Carry-out food,Restaurant delivery service,Caterers,Delicatessens,Fast Food Restaurants,Home delivery beer and beverages,Sandwiches,Catering,Restaurants,Sandwich Shops",Cullman,AL,107 Arnold St NW,35055,34.17945,-86.84606
