name,categories,city,state,address,postalCode,latitude,longitude
McDonalds,"Carry-out food,Breakfast Spot,Burger Joint,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Karaoke,Hamburgers and Hot Dogs,Restaurants",Chattanooga,TN,3423 Amnicola Hwy,37406,35.082668,-85.264052
Subway,"Fast Food Restaurant,wich Place,Sandwich Place",Gonzales,CA,8510 5th street,93926,36.515187,-121.435341
Subway,"Delis And Delicatessens,Restaurant,Carry-out food,Sandwich shops,Delicatessens,Fast Food Restaurant,wich Place,American restaurants,chinese restaurants,Sandwiches,Sandwich Place,Restaurants",Burlington,NC,2310 Maple Ave,27215,36.066472,-79.426874
SUBWAY,"Fast Food Restaurant,Sandwich Place",West Covina,CA,316 S California Ave,91790,34.068933,-117.927465
Popeyes Chicken and Biscuits,"Fried Chicken Joint,Fast Food Restaurant,Restaurants",Rohnert Park,CA,3 Padre Pkwy,94928,38.349539,-122.709102
Wendys,"Hamburgers & Hot Dogs,Restaurant,Burger Joint,Fast Food Restaurant,Fast Food Restaurants,Restaurants",Kansas City,MO,1601 W 12th St,64101,39.099408,-94.604055
Boston Market,"Restaurant,Carry-out food,American Restaurant,Fast Food Restaurant,Traditional American,American restaurants,Karaoke,Chicken,Catering,Restaurants",Fort Myers,FL,12916 S Cleveland Ave,33907,26.553724,-81.872372
Burger King,"Hamburgers & Hot Dogs,Restaurant,Carry-out food,Burger Joint,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast Food Restaurant and Burger Joint,Fast food restaurants,Restaurants",Fairfield,CA,2415 N Texas St,94533,38.273773,-122.034737
Taco Bell,"Carry Out Food,Restaurant,Taco Place,Fast Food Restaurant",Saint Louis,MO,3440 S Kingshighway Blvd,63139,38.596347,-90.27063
SONIC Drive In,"Carry-out food,Hot dog restaurants,American Restaurant,American restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Soda Fountain Shops,Chicken Restaurants,Restaurants,Burger Joint,Restaurant,Hot Dog Stands and Restaurants,Fast Food Restaurant,Diner,Chicken,Hamburgers and Hot Dogs,Hamburgers",Ashdown,AR,990 S Constitution Ave,71822,33.661813,-94.1187
SUBWAY,"Restaurant,Fast Food Restaurant,wich Place,Sandwich Place",Fargo,ND,1326 25th St S,58103,46.860419,-96.818956
Burger King,"Burger Joint,Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast Food Restaurant and Burger Joint,Fast food restaurants,Restaurants",Snellville,GA,3580 Centerville Hwy,30039,33.801629,-84.042114
DJs Hot Dog Co,"Hot Dog Joint,Hamburgers & Hot Dogs,American Restaurants,Hot Dog Stands & Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurants,Karaoke,Hamburgers and Hot Dogs,Restaurants",Greenwood,IN,1251 US Highway 31 N,46142,39.632083,-86.119721
Jack in the Box,"Restaurant,Burger Joint,Fast Food Restaurant,Fast Food",Dallas,TX,5931 Forest Ln,75230,32.909722,-96.804942
Boston Market,"American Restaurant,Fast Food Restaurant",Burke,VA,9278 Old Keene Mill Rd Unit A,22015,38.77637,-77.265361
Waffle House,"Breakfast Brunch and Lunch Restaurants,Restaurant,Breakfast Spot,American Restaurant, Breakfast Spot, and Diner,Fast Food Restaurant,American Restaurant and Breakfast Spot,Diner,Diners,Restaurants",Hope Mills,NC,3019 N Main St,28348,34.983598,-78.963851
Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place",Spokane,WA,2630 E 29th Ave,99223,47.627361,-117.372273
Burger King,"Hamburgers & Hot Dogs,Restaurant,Carry-out food,Burger Joint,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Karaoke,Fast Food Restaurant and Burger Joint,Fast food restaurants,Restaurants",Hermitage,PA,590 S Hermitage Rd,16148,41.226148,-80.452222
Dairy Queen,"Carry-out food,Ice cream parlors,American restaurants,Ice Cream Store,Fast Food Restaurants,Restaurants,Ice Cream Shop,Ice Cream & Frozen Desserts,Hamburgers & Hot Dogs,Restaurant,Fast Food Restaurant,Dessert Restaurants,Ice cream and frozen desserts-retail",Barberton,OH,580 Norton Ave,44203,41.023992,-81.610587
Culvers,"Take Out,Fast Food Restaurants,Take Out Restaurants,Burger Restaurants,Restaurants,Ice Cream Shop,Ice Cream & Frozen Desserts,Hamburgers & Hot Dogs,Burger Joint,American Restaurants,Ice Cream and Frozen Desserts,Restaurant,Ice Cream & Frozen Yogurt Shops,Fast Food Restaurant, Burger Joint, and Ice Cream Shop,Fast Food Restaurant,Hamburgers and Hot Dogs",Tomah,WI,147 Wittig Rd,54660,44.017299,-90.503438
McDonalds,"Carry-out food,Restaurant,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Karaoke,Fast Food,Fast food restaurants,Food & Entertainment,Restaurants",Blue Island,IL,11920 Western Ave,60406,41.67678,-87.680994
SUBWAY,"Restaurant,weight loss programs,Fast Food Restaurant,wich Place,Sandwich Place",Newburgh,NY,52 Route 17K,12550,41.504584,-74.059935
Steak n Shake,"Ice Cream Parlors,Carry-out food,Hot dog restaurants,Seafood restaurants,Steak and chop restaurants,American Restaurant,American restaurants,Hamburger restaurants,Karaoke,Restaurants,Restaurant,Burger Joint,American Restaurant, Fast Food Restaurant, and Burger Joint,Fast Food Restaurant,Barbecue,Fast food restaurants,Spare rib restaurants",Evansville,IN,7929 E Division St,47715,37.977652,-87.456228
Subway,"Carry-out food,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Grocery Stores,Delis And Delicatessens,Restaurant,Fast Food Restaurant,Convenience Stores,Sandwiches,Sandwich Place,Sandwich Shops",Slidell,LA,368 Voters Rd,70461,30.246949,-89.761184
Papa Johns Pizza,"Pizza,Restaurant,Carry-out food,Fast Food,Pizza Place,Restaurants",Houston,TX,5814 Kirby Dr,77005,29.719682,-95.41886
Captain Ds,"American Restaurants,Restaurant,Fish Chips Shop,Seafood Restaurants,Seafood Restaurant,Fast Food Restaurant,Fast Food Restaurants,Family Style Restaurants,Restaurants",Lexington,KY,167 E Reynolds Rd,40517,37.990392,-84.520159
Wild Ginger China Bistro,"Asian Restaurants,American Restaurants,Chinese Restaurant,Japanese Restaurants,Chinese Restaurants,Sushi Restaurant,Chinese Restaurant and Sushi Restaurant,Take Out Restaurants,Fast Food Restaurants,Sushi Bars,Bistros,Restaurants",Cleveland,OH,5092 Tiedeman Rd,44144,41.423078,-81.761787
SUBWAY,"Sandwich Place,Fast Food Restaurant",Louisville,CO,1615 Coalton Rd.,80027,39.930674,-105.133825
Burger King,"Family Style,Hamburgers & Hot Dogs,Restaurant,Take Out,Burger Joint,Fast Food Restaurant,Burgers,Fast Food,Fast Food Restaurants,Burger Restaurants,Family Restaurants,Restaurants",Phoenix,AZ,2640 W Bethany Home Rd,85017,33.524401,-112.116043
McDonalds,"Restaurant,Fast Food Restaurant",Summerfield,FL,17890 S US Highway 441,34491,28.961692,-81.967845
KFC,"Restaurant,Fried Chicken Joint,Fast Food Restaurant,Take Out Restaurants,Fast Food Restaurants,Chicken Restaurants,Food & Entertainment,Restaurants",Morgan Hill,CA,17050 Laurel Rd,95037,37.130888,-121.636521
Red Robin Gourmet Burgers and Brews,"Burger Joint,Fast Food Restaurant",Chesapeake,VA,1024 Eden Way N,23320,36.777234,-76.225469
Jack in the Box,"Burger Joint,Breakfast,Fast Food Restaurant,Fast Food,Chicken,Hamburgers",Huntsville,TX,3005 State Highway 30 W,77340,30.717874,-95.57204
Subway,"Fast Food Restaurant,wich Place,Sandwich Place",Utica,MI,43759 van dyke,48317,42.615774,-83.032671
Gold Star Hamburgers,"Burger Joint,American Restaurants,Restaurant,American Restaurant,Breakfast Brunch and Lunch Restaurants,,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Riverside,CA,6400 Clay St,92509,33.971098,-117.461739
Dairy Queen,"Ice Cream and Frozen Desserts,Carry-out food,Bakers' supplies,Ice cream parlors,American restaurants,Fast Food Restaurants,Dessert Restaurants,Hamburgers and Hot Dogs,Restaurants,Ice Cream Shop",Hickory,NC,1772 N Center St,28601,35.755798,-81.335695
Dairy Queen,"Burger Joint,Restaurant,Carry-out food,Fast Food Restaurant,Ice Cream Shop, Fast Food Restaurant, and Burger Joint,Ice cream parlors,American restaurants,Ice Cream Store,Restaurants,Ice Cream Shop",Deer Park,TX,514 Center St,77536,29.706693,-95.124159
Burger King,"Restaurant,Burger Joint,Fast Food Restaurant,Fast Food Restaurants,Fast Food Restaurant and Burger Joint,Hamburgers and Hot Dogs,Restaurants",San Antonio,TX,3102 Goliad Rd,78223,29.35154,-98.430473
Arbys,"Carry-out food,Restaurant, Fast Food Restaurant, and Sandwich Place West Arlington,American Restaurant,American restaurants,Fast Food,Fast Food Restaurant, Sandwich Place, and American Restaurant,Restaurants,Delis And Delicatessens,Restaurant,Fast Food Restaurant,Traditional American,wich Place,Sandwich Place,Sandwich Shops",Arlington,TX,4406 Little Rd,76016,32.676161,-97.19849
Subway,"Cary Restaurants,Japanese Restaurant,Sushi Restaurant,Fast Food Restaurant,wich Place,Sandwich Place,Pub and Burger Joint,Sushi Restaurant and Japanese Restaurant",Cary,NC,107 Edinburgh South Dr,27511,35.736964,-78.798482
Captain Ds,"Restaurant,Fish Chips Shop,Seafood Restaurant,Fast Food Restaurant",Vicksburg,MS,3310 Pemberton Square Blvd,39180,32.315276,-90.878181
Burger King,"Hamburgers & Hot Dogs,Burger Joint,Fast Food Restaurant,Fast Food Restaurants,Fast Food,Fast Food Restaurant and Burger Joint,Hamburgers and Hot Dogs,Restaurants",Virginia Beach,VA,1609 General Booth Blvd,23454,36.784494,-76.000803
Jack in the Box,"Restaurant,Carry-out food,Burger Joint,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,American restaurants,Restaurants",Everett,WA,11820 Evergreen Way,98204,47.89057,-122.258008
Hot Head Burritos,"Mexican Restaurant,Restaurant,Restaurant consultants,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,Latin American Restaurants,Family Style Restaurants,Restaurant mgmt.,Restaurants,Burrito Place",Columbus,OH,6619 E Broad St,43213,39.980706,-82.827374
Black Cat Burrito,"Mexican Restaurant,Restaurant,Mexican Restaurants,Take Out Restaurants,Fast Food Restaurants,Latin American Restaurants,Burrito Place,Restaurants",Boone,NC,127 S Depot St,28607,36.218446,-81.684083
Pizza Hut,"Pizza,Restaurant,Italian,Fast Food,Pizza Place,Catering,Restaurants",Tempe,AZ,808 W Broadway Rd,85282,33.407675,-111.95017
VCU Compass Plaza,"Plaza,College Academic Building and College Arts Building VCU,College Quad,Plaza and College Quad VCU,Fast Food Restaurant, American Restaurant, and Sandwich Place VCU",Richmond,VA,900 Park Ave,23284,37.54811,-77.453159
ChickfilA,"Carry-out food,Caterers,American Restaurant,American restaurants,Restaurants,Restaurant,Barbecued poultry,Fast Food Restaurant,wich Place,Family style restaurants,Barbecue,Spare rib restaurants,Sandwiches,Chicken restaurants,Catering,Sandwich Shops",Cary,NC,1803 N Harrison Ave,27513,35.829269,-78.769692
SONIC Drive In,"Burger Joint,Fast Food Restaurant,American Restaurant",Wilmer,TX,105 South Interstate 45,75172,32.590384,-96.67966
McDonalds,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Burger Joint,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers,Sandwich Shops",North Olmsted,OH,27322 Lorain Rd,44070,41.415547,-81.924881
Chipotle Mexican Grill,"Mexican Restaurant,Carry-out food,Restaurant,Tex-mex restaurants,Southwestern restaurants,Mexican restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants",Rocky River,OH,21029 Center Ridge Rd,44116,41.461362,-81.852972
SUBWAY,"Restaurant,Fast Food Restaurant,wich Place,Sandwich Place",River Falls,WI,201 N Main St,54022,44.859848,-92.625574
McDonalds,"Carry Out Food,Breakfast,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,wholesale locks & locksmiths,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Fast Food Restaurant Dinkytown,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",Minneapolis,MN,407 15th Ave SE,55414,44.980248,-93.234559
McDonalds,"Restaurant,Fast Food Restaurant,Fast Food",San Francisco,CA,820 Bryant St,94103,37.775918,-122.40312
Jimmy Johns,"Carry-out food,Delicatessens,Fast Food Restaurant,wich Place,American restaurants,Sandwiches,Sandwich Place,Restaurants",Bellevue,WA,601 108th Ave NE,98004,47.61627,-122.196479
Hi Rise Bakery,"Fast Food Restaurant,Bakery,Cafe",Denver,CO,2162 Larimer St.,80205,39.754681,-104.990255
Chipotle Mexican Grill,"Mexican Restaurant,Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,American Restaurant,American restaurants,Take Out Restaurants,Fast Food Restaurants,Mexican Restaurant and American Restaurant,Restaurants",Charleston,SC,374 King St,29401,32.785614,-79.936005
Chipotle Mexican Grill,"Mexican Restaurant,Mexican Restaurants,Taco Place,Fast Food Restaurants,Take Out Restaurants,Mexican Restaurant, Burrito Place, and Taco Place,Burrito Place,Restaurants",Henrico,VA,11728 W Broad St,23233,37.653717,-77.615752
Slice of Life,"Natural food restaurants,Caterers,Seafood restaurants,Vegetarian / Vegan Restaurant,Take Out Restaurants,Health Food Restaurants,Fast Food,Restaurants,Italian Restaurants,Juice bars,Pizza,Restaurant,Vegan Restaurants,Vegetarian restaurants,Vegetarian Vegan Restaurant,New american restaurants,Fusion restaurants",Sebastopol,CA,6970 McKinley Ave,95472,38.403698,-122.824455
Burger King,"Burger Joint,Carry-out food,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast Food Restaurant and Burger Joint,Fast Food Restaurant and Burger Joint Downtown Las Vegas,Fast food restaurants,Restaurants",Las Vegas,NV,1125 E Charleston Blvd,89104,36.159117,-115.138005
Habibi Diner,"Caterers,Middle Eastern Restaurant,Vegetarian,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Health Food Restaurants,Halal Restaurant,Restaurants,Restaurant,Mediterranean,Falafel Restaurant,Mediterranean Restaurants,Middle Eastern & African,Vegetarian Restaurants,Healthy,Middle Eastern Restaurants",Miami Beach,FL,751 Washington Ave,33139,25.778077,-80.133313
Subway,"Carry-out food,Delicatessens,Sandwich Place Taku - Campbell,American restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants,Delis And Delicatessens,Restaurant,Fast Food Restaurant,wich Place,Sandwiches,Sandwich Place,Sandwich Shops",Anchorage,AK,6110 Old Seward Hwy,99518,61.165314,-149.867431
Taco Bell,"Carry-out food,Mexican Restaurants,Mexican,Breakfast,Tex-mex restaurants,Vegetarian,Southwestern restaurants,American restaurants,Fast Food Restaurants,Fast Food,Restaurants,Mexican Restaurant,Fast Food Restaurant and Mexican Restaurant,Restaurant,Fast Food Restaurant",Monticello,MN,124 E 7th St,55362,45.299831,-93.796572
Checkers,"Hamburgers & Hot Dogs,American Restaurants,Bladensburg Restaurants,Fast Food Restaurant,Fast Food Restaurants,Family Style Restaurants,Hamburgers and Hot Dogs,Restaurants",Bladensburg,MD,4850 Annapolis Rd,20710,38.939729,-76.933737
Subway,"Fast Food Restaurant,wich Place,Sandwich Place",Hollywood,FL,13700 Pines Blvd,33027,26.00762,-80.330734
Dairy Queen,"Carry-out food,Fast Food Restaurant,Ice cream parlors,American restaurants,Ice cream and frozen desserts-retail,Restaurants,Ice Cream Shop",Chesterton,IN,1205 Dune Meadows Dr,46304,41.633044,-87.072823
Zapopan Mexican Restaurant,"Restaurant,Mexican Restaurants,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Latin American Restaurants,Restaurants,Food",Montevallo,AL,4551 Highway 25,35115,33.089066,-86.86944
Popeyes Chicken and Biscuits,"Fried Chicken Joint,Fast Food Restaurant",New Roads,LA,1630 Hospital Rd,70760,30.692181,-91.470381
KFC,"Carry-out food,Caterers,Fried Chicken Joint,American restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Fried Chicken Joint and Fast Food Restaurant,Restaurants,Barbecued poultry,Fast Food Restaurant,Barbecue,Spare rib restaurants,Catering",Alexandria,MN,4515 Highway 29 S,56308,45.84972,-95.38663
Alberte Restaurant With A Carribean Flavor,"Caribbean Restaurants,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Latin American Restaurants,Family Style Restaurants,Restaurants,Food",Lake Worth,FL,4595 Hypoluxo Rd,33463,26.572094,-80.114962
Bob Evans,"Restaurant,American Restaurants,Carry-out food,Family Style Dining,Fast Food Restaurants,Family Style Restaurants,Restaurants,Food",Bluefield,VA,510 Commerce Dr,24605,37.241414,-81.250243
Checkers,"Restaurant,Fast Food Restaurant",Leesburg,FL,2508 Citrus Blvd,34748,28.826768,-81.917444
Blimpie,Fast Food Restaurant,New Port Richey,FL,5426 Little Rd,34655,28.23717,-82.67048
Arbys,"Restaurant,Fast Food Restaurant",El Centro,CA,799 Danenberg Dr,92243,32.767025,-115.556406
KFC,"American Restaurants,Fried Chicken Joint,Fast Food Restaurant,Fast Food,Fast Food Restaurants,Chicken Restaurants,Food & Entertainment,Family Restaurants,Restaurants",Oak Park,IL,601 N Harlem Ave,60302,41.891501,-87.805139
Subway,"Delis And Delicatessens,Restaurant,Fast Food Restaurant,wich Place,Sandwich Place,Restaurants,Sandwich Shops",Lexington,KY,3120 Pimlico Pkwy,40517,37.984503,-84.460753
SUBWAY,"Sandwich Place,Fast Food Restaurant",Jamaica,NY,114-14 C Sutphin Blvd,11434,40.685887,-73.793842
Taco Bell,"Mexican Restaurant,Restaurant,Mexican Restaurants,Mexican,Breakfast,Vegetarian,Fast Food Restaurant,Fast Food Restaurants,Fast Food,Restaurants",Toledo,OH,708 Front St,43605,41.649266,-83.521584
McDonalds,"Restaurant,Burger Joint,Fast Food Restaurant,Fast Food,Fast Food Restaurant and Burger Joint",Brooklyn,NY,169 Tillary St,11201,40.694565,-73.984205
Pizza Hut,"Grocery Stores,Pizza,Restaurant,Chicken Wings,Florists,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Family Style Restaurants,Catering,Restaurants",Cleveland,OH,7456 Broadview Rd,44134,41.363122,-81.685393
Subway,"Delis And Delicatessens,Carry-out food,Delicatessens,Fast Food Restaurant,wich Place,American restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Concord,NC,150 Concord Commons Pl SW,28027,35.38917,-80.622814
Kipps Cheesesteak,"American Restaurant,Fast Food Restaurant,wich Place,Sandwich Place,Sandwich Place, American Restaurant, and Fast Food Restaurant",El Paso,TX,310 N Mesa St,79901,31.759679,-106.487595
Pizza Hut,"Pizza,Carry-out food,Caterers,Restaurant delivery service,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Pizza Place,Restaurants",Virginia Beach,VA,1830 Kempsville Rd Ste 108,23464,36.781596,-76.189176
Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place,Pizza Restaurant,Catering",Woodruff,SC,424 Cross Anchor Rd,29388,34.734538,-82.029333
Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place,Catering",Munroe Falls,OH,24 Munroe Falls Ave,44262,41.139701,-81.440083
Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place,Catering",Mount Pleasant,SC,565 Belle Station Blvd,29464,32.843589,-79.85409
Burger King,"Hamburgers & Hot Dogs,Restaurant,Burger Joint,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Ponchatoula,LA,910 W Pine St,70454,30.438245,-90.45435
Jasons Deli,"Carry-out food,Caterers,Delicatessens,American Restaurant,American restaurants,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Deli / Bodega, American Restaurant, and Sandwich Place,Deli / Bodega,Restaurants,Deli Bodega,wich Place,Sandwich Place,Sandwich Shops",Cary,NC,210 Crossroads Blvd,27518,35.760632,-78.740406
McDonald's,"Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast food restaurants,Restaurants",Gautier,MS,2701 Highway 90,39553,30.391944,-88.653501
El Pollo Loco,"Fast Food Restaurant and Mexican Restaurant,Mexican Restaurant,Fast Food Restaurant",Hanford,CA,142 S 12th St,93230,36.322639,-119.673317
KFC,"Restaurant,Carry-out food,Caterers,Fried Chicken Joint,Barbecued poultry,Fast Food Restaurant,American restaurants,Barbecue,Spare rib restaurants,Chicken restaurants,Restaurants",Bessemer,AL,3065 Allison Bonnett Memorial Dr,35023,33.450029,-86.984813
Burger King,Fast Food Restaurant,Phoenix,AZ,620 East Carefree Highway,85085,33.799723,-112.06643
SUBWAY,"Delis And Delicatessens,Lenoir City Restaurants,Fast Food Restaurant,Catering,Sandwich Place,Restaurants,Sandwich Shops",Lenoir City,TN,19668 Highway 11 E,37772,35.859886,-84.225649
Carls Jr,"Hamburgers & Hot Dogs,Restaurant,Burger Joint,American,Fast Food Restaurant Downtown North Las Vegas,Fast Food Restaurant,Fast Food,Fast Food Restaurants,Fast Food Restaurant and Burger Joint,Restaurants",Las Vegas,NV,2001 Las Vegas Blvd S,89104,36.195133,-115.129943
Chipotle Mexican Grill,"Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Restaurants",Modesto,CA,1008 J St,95354,37.64062,-121.00003
Burger King,"Restaurant,Burger Joint,Fast Food Restaurant,Fast Food Restaurants,Fast Food,Hamburgers and Hot Dogs,Restaurants",Chipley,FL,1698 Main St,32428,30.752085,-85.551473
KFC,"Restaurant,Fried Chicken Joint,Fast Food Restaurant,Catering,Restaurants",Yuma,AZ,1950 S 4th Ave,85364,32.692293,-114.624909
Bushs Chicken,"Carry-out food,Fried Chicken Joint,Barbecued poultry,Fast Food Restaurant,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Barbecue,Spare rib restaurants,Fried Chicken Joint and Fast Food Restaurant,Restaurants",Gatesville,TX,2415 S State Highway 36,76528,31.432015,-97.728561
Carls Jr,"Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast Food Restaurant and Food Fresno High-Roeding,Restaurants,Food",Fresno,CA,3983 N Blackstone Ave,93726,36.790116,-119.790841
Wendys,"Burger Joint,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Restaurants",Loganville,GA,4331 Atlanta Hwy 78,30052,33.839526,-83.906458
Jack in the Box,"Restaurant,Burger Joint,Fast Food Restaurant,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Benson,AZ,775 N Ocotillo Rd,85602,31.97978,-110.30802
SUBWAY,"Sandwich Place,Fast Food Restaurant",Roseville,CA,1906 Taylor Rd 110,95661,38.763237,-121.255315
Wendys,"Hamburgers & Hot Dogs,Burger Joint,Fast Food Restaurant,Fast Food Restaurants,Fast Food Restaurant and Burger Joint,Restaurants",Riverhead,NY,1165 Old Country Rd,11901,40.930348,-72.679469
Kolache Factory,"Fast Food Restaurant,Restaurant,Food Service",McAllen,TX,"7017-U N 10th,N 10th",78504,26.266875,-98.219643
SUBWAY,"Delis And Delicatessens,Restaurant,Take Out,Delicatessens,Fast Food Restaurant,wich Place,Food & Entertainment,Sandwich Place,Restaurants,Sandwich Shops",San Jose,CA,103 E Santa Clara St,95113,37.337427,-121.888289
KFC,"Carry-out food,Restaurant,Caterers,American,Fried Chicken Joint,Barbecued poultry,Fast Food Restaurant,American restaurants,Barbecue,Spare rib restaurants,Chicken restaurants,Restaurants",Yakima,WA,110 N 40th Ave,98908,46.599095,-120.562283
KFC,"Restaurant,Carry-out food,Caterers,Fried Chicken Joint,Barbecued poultry,Fast Food Restaurant,Karaoke,Barbecue,Spare rib restaurants,Catering,Chicken restaurants,Restaurants",Leesburg,FL,700 N 14th St,34748,28.817871,-81.887176
Subway,"Delis And Delicatessens,Fast Food Restaurant,Sandwich Place,Restaurants,Sandwich Shops",Huntington Beach,CA,19011 Magnolia St 102,92646,33.686466,-117.971938
ChickfilA,"Carry-out food,Caterers,American Restaurant,American restaurants,Restaurants,Barbecued poultry,Fast Food Restaurant,wich Place,Family style restaurants,Barbecue,Spare rib restaurants,Sandwiches,Chicken restaurants",Pineville,NC,11025 Carolina Place Pkwy Ste Fc10,28134,35.082376,-80.877214
Waffle House,"Breakfast Brunch and Lunch Restaurants,Restaurant,Breakfast Spot,Carry-out food,Breakfast Spot, Diner, and American Restaurant Cape Fear,Fast Food Restaurant,American Restaurant,American restaurants,Diner,Restaurants,Breakfast Brunch & Lunch Restaurants",Wade,NC,3901 Goldsboro Rd,28395,35.123482,-78.749956
McDonalds,"Hamburgers & Hot Dogs,Restaurant,Fast Food Restaurant,Fast Food Restaurants,Take Out Restaurants,Restaurants",Arlington,VA,4238 Wilson Blvd,22203,38.879491,-77.111063
SUBWAY,"Sandwich Place,Fast Food Restaurant",Highland,MI,2780 E Highland Rd.,48356,42.65334,-83.576162
Jack in the Box,"Burger Joint,Fast Food Restaurant",Humble,TX,18 Wilson Rd,77338,30.001681,-95.251049
Taco Bell,"Carry-out food,Mexican Restaurants,Mexican,Breakfast,Tex-mex restaurants,Southwestern restaurants,Vegetarian,Fast Food Restaurants,Fast Food,Restaurants,Mexican Restaurant,Fast Food Restaurant and Mexican Restaurant,Restaurant,Fast Food Restaurant",Cape Girardeau,MO,335 N Kingshighway St,63701,37.311876,-89.552878
Dairy Queen,"Ice Cream Parlors,Carry-out food,American restaurants,Fast Food Restaurants,Ice Cream Store,Restaurants,Ice Cream Shop,Ice Cream and Frozen Desserts,Restaurant,Burger Joint,Ice Cream Shop and Burger Joint,Fast Food Restaurant,Dessert Restaurants,Hamburgers and Hot Dogs",Rocky Mount,VA,995 Franklin St,24151,36.991085,-79.898124
Cardos Pizza of Waverly,"Pizza,Italian Restaurant,Carry-out food,Restaurant,American restaurants,Karaoke,Italian restaurants,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants,Sandwich Shops",Waverly,OH,298 W Emmitt Ave,45690,39.125176,-82.989056
Taco Mayo,"Restaurant,Mexican Restaurants,Taco Place,Fast Food Restaurants,Restaurants",Norman,OK,331 E Robinson St,73069,35.233326,-97.442129
Wg Grinders,"Carry-out food,Caterers,Delicatessens,American restaurants,Fast Food Restaurants,Deli / Bodega,Restaurants,Delis And Delicatessens,Restaurant,wich Place,Sandwich Place,Catering,Sandwich Shops,Food",Pickerington,OH,1510 Cross Creeks Blvd,43147,39.919412,-82.782694
McDonalds,"Ice Cream Parlors,Restaurant,Burger Joint,Breakfast,Fast Food Restaurant,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Frozen Yogurt Shops,Sandwich Shops",Avon Lake,OH,32799 Walker Rd,44012,41.492595,-82.020154
